"Distancía absoluta [m]
01/01/2020",Número de soldadura,SMYS [psi],Diámetro [mm],Espesor [mm],Elevación [m],Latitud[º] / Este,Longitud [º]/ Norte,Feature typev (don't incude blank),Inclinación - Pitch [grados] - desde Extraer GW - Interpolar,Azimuth - [Grados] - desde Extraer GW - Interpolar,Distancia de Registro [km],Presión de diseño [psi],Presió Interpolada [psi] (desde colmna K),PK [km],Perfil de presión operativa [psi],Distancia de registro perfil operativo [m]
114974.672,103520,52000,273.0,8.2,1117.274,1110599.031,832360.458,GW,,,1149.74672,2250.0,1996.0,,,
114986.226,103530,52000,273.0,8.2,1111.067,1110592.693,832367.852,GW,,,1149.8622599999999,2250.0,1998.0,,,
114998.484,103540,52000,273.0,8.2,1104.471,1110586.03,832375.741,GW,,,1149.98484,2250.0,2000.0,,,
115010.73,103550,52000,273.0,8.2,1097.63,1110579.565,832383.568,GW,,,1150.1073,2250.0,2003.0,,,
115023.005,103560,52000,273.0,8.2,1090.28,1110573.457,832391.27,GW,,,1150.2300500000001,2250.0,2005.0,,,
115035.263,103570,52000,273.0,8.2,1082.707,1110567.651,832398.964,GW,,,1150.35263,2250.0,2008.0,,,
115047.51,103580,52000,273.0,8.2,1075.364,1110561.932,832406.923,GW,,,1150.4750999999999,2250.0,2010.0,,,
115059.05,103590,52000,273.0,8.2,1068.842,1110556.485,832414.726,GW,,,1150.5905,2250.0,2011.0,,,
115071.308,103600,52000,273.0,8.2,1062.464,1110550.547,832423.334,GW,,,1150.71308,2250.0,2009.0,,,
115083.59,103610,52000,273.0,8.2,1056.602,1110544.419,832432.204,GW,,,1150.8359,2250.0,2007.0,,,
115088.564,103620,52000,273.0,8.2,1054.342,1110541.868,832435.819,GW,,,1150.88564,2250.0,2006.0,,,
115100.801,103630,52000,273.0,8.2,1049.626,1110535.528,832445.124,GW,,,1151.00801,2250.0,2004.0,,,
115113.045,103640,52000,273.0,8.2,1046.559,1110528.608,832454.687,GW,,,1151.1304499999999,2250.0,2002.0,,,
115117.708,103650,52000,273.0,8.2,1045.563,1110525.795,832458.258,GW,,,1151.17708,2250.0,2001.0,,,
115129.964,103660,52000,273.0,8.2,1042.43,1110518.089,832467.214,GW,,,1151.2996400000002,2250.0,1999.0,,,
115142.236,103670,52000,273.0,8.2,1038.032,1110509.635,832474.868,GW,,,1151.42236,2250.0,1996.0,,,
115154.33,103680,52000,273.0,8.2,1032.924,1110501.003,832481.597,GW,,,1151.5433,2250.0,1994.0,,,
115166.585,103690,52000,273.0,8.2,1027.678,1110491.944,832487.939,GW,,,1151.66585,2250.0,1992.0,,,
115178.769,103700,52000,273.0,8.2,1021.825,1110483.045,832493.828,GW,,,1151.78769,2250.0,1990.0,,,
115191.038,103710,52000,273.0,8.2,1014.753,1110474.763,832499.456,GW,,,1151.91038,2250.0,1988.0,,,
115202.101,103720,52000,273.0,8.2,1008.089,1110467.595,832504.611,GW,,,1152.02101,2250.0,1986.0,,,
115213.14,103730,52000,273.0,8.2,1001.527,1110460.515,832509.965,GW,,,1152.1314,2250.0,1984.0,,,
115225.343,103740,52000,273.0,8.2,994.258,1110452.708,832515.892,GW,,,1152.25343,2250.0,1982.0,,,
115237.619,103750,52000,273.0,8.2,987.01,1110444.791,832521.849,GW,,,1152.37619,2250.0,1980.0,,,
115249.623,103760,52000,273.0,8.2,980.143,1110436.889,832527.716,GW,,,1152.49623,2250.0,1977.0,,,
115261.879,103770,52000,273.0,8.2,973.246,1110428.803,832533.811,GW,,,1152.61879,2250.0,1975.0,,,
115270.834,103780,52000,273.0,8.2,968.238,1110422.879,832538.281,GW,,,1152.7083400000001,2250.0,1974.0,,,
115279.761,103790,52000,273.0,8.2,963.815,1110416.925,832543.214,GW,,,1152.79761,2250.0,1972.0,,,
115286.789,103800,52000,273.0,8.2,960.825,1110412.188,832547.441,GW,,,1152.86789,2250.0,1971.0,,,
115295.812,103810,52000,273.0,8.2,957.506,1110405.9,832552.965,GW,,,1152.95812,2250.0,1969.0,,,
115306.85,103820,52000,273.0,8.2,953.924,1110398.014,832559.777,GW,,,1153.0685,2250.0,1967.0,,,
115319.123,103830,52000,273.0,8.2,949.151,1110389.895,832567.6,GW,,,1153.1912300000001,2250.0,1965.0,,,
115331.368,103840,52000,273.0,8.2,943.363,1110382.805,832575.712,GW,,,1153.31368,2250.0,1963.0,,,
115343.608,103850,52000,273.0,8.2,937.573,1110375.872,832583.954,GW,,,1153.43608,2250.0,1961.0,,,
115350.236,103860,52000,273.0,9.3,934.631,1110372.072,832588.508,GW,,,1153.50236,2551.0,1960.0,,,
115361.511,103870,52000,273.0,9.3,930.897,1110365.896,832597.02,GW,,,1153.61511,2551.0,1958.0,,,
115373.582,103880,52000,273.0,9.3,929.103,1110359.848,832607.273,GW,,,1153.7358199999999,2551.0,1958.0,,,
115385.567,103890,52000,273.0,9.3,927.515,1110353.809,832617.463,GW,,,1153.85567,2551.0,1956.0,,,
115397.776,103900,52000,273.0,9.3,924.279,1110346.285,832626.329,GW,,,1153.97776,2551.0,1953.0,,,
115409.899,103910,52000,273.0,9.3,920.105,1110338.133,832634.242,GW,,,1154.09899,2551.0,1951.0,,,
115415.745,103920,52000,273.0,8.2,918.14,1110334.249,832638.128,GW,,,1154.15745,2250.0,1950.0,,,
115426.662,103930,52000,273.0,8.2,914.823,1110326.99,832645.549,GW,,,1154.2666199999999,2250.0,1948.0,,,
115438.92,103940,52000,273.0,8.2,911.326,1110318.798,832653.931,GW,,,1154.3892,2250.0,1945.0,,,
115442.502,103950,52000,273.0,8.2,910.318,1110316.414,832656.397,GW,,,1154.42502,2250.0,1945.0,,,
115454.731,103960,52000,273.0,8.2,906.256,1110307.988,832664.215,GW,,,1154.54731,2250.0,1942.0,,,
115466.987,103970,52000,273.0,8.2,901.519,1110299.211,832671.308,GW,,,1154.66987,2250.0,1940.0,,,
115477.472,103980,52000,273.0,8.2,897.439,1110291.686,832677.338,GW,,,1154.77472,2250.0,1938.0,,,
115489.469,103990,52000,273.0,8.2,892.679,1110283.043,832684.121,GW,,,1154.89469,2250.0,1935.0,,,
115501.724,104000,52000,273.0,8.2,887.058,1110274.548,832690.915,GW,,,1155.0172400000001,2250.0,1933.0,,,
115513.217,104010,52000,273.0,8.2,881.598,1110266.714,832697.291,GW,,,1155.13217,2250.0,1931.0,,,
115525.369,104020,52000,273.0,8.2,875.917,1110258.476,832704.163,GW,,,1155.25369,2250.0,1928.0,,,
115537.62,104030,52000,273.0,8.2,870.839,1110249.928,832711.294,GW,,,1155.3762,2250.0,1926.0,,,
115548.969,104040,52000,273.0,8.2,867.24,1110241.653,832718.122,GW,,,1155.4896899999999,2250.0,1924.0,,,
115561.234,104050,52000,273.0,8.2,863.598,1110232.629,832725.545,GW,,,1155.61234,2250.0,1921.0,,,
115573.051,104060,52000,273.0,8.2,859.6,1110224.123,832732.674,GW,,,1155.73051,2250.0,1919.0,,,
115581.702,104070,52000,273.0,8.2,856.621,1110217.94,832737.917,GW,,,1155.81702,2250.0,1917.0,,,
115593.971,104080,52000,273.0,8.2,853.093,1110209.442,832745.939,GW,,,1155.93971,2250.0,1915.0,,,
115606.235,104090,52000,273.0,8.2,851.602,1110200.335,832753.958,GW,,,1156.06235,2250.0,1912.0,,,
115618.05,104100,52000,273.0,8.2,850.12,1110191.354,832761.439,GW,,,1156.1805,2250.0,1910.0,,,
115630.078,104110,52000,273.0,8.2,848.363,1110182.263,832769.065,GW,,,1156.30078,2250.0,1908.0,,,
115634.237,104120,52000,273.0,8.2,847.696,1110179.104,832771.668,GW,,,1156.3423699999998,2250.0,1907.0,,,
115646.475,104130,52000,273.0,8.2,846.253,1110169.784,832779.408,GW,,,1156.46475,2250.0,1905.0,,,
115657.972,104140,52000,273.0,8.2,845.427,1110161.051,832786.787,GW,,,1156.57972,2250.0,1902.0,,,
115662.541,104150,52000,273.0,8.2,845.087,1110157.612,832789.756,GW,,,1156.6254099999999,2250.0,1901.0,,,
115670.726,104160,52000,273.0,8.2,844.361,1110151.446,832795.08,GW,,,1156.70726,2250.0,1900.0,,,
115672.885,104170,52000,273.0,8.2,844.219,1110149.812,832796.479,GW,,,1156.72885,2250.0,1899.0,,,
115684.243,104180,52000,273.0,8.2,843.82,1110141.028,832803.643,GW,,,1156.84243,2250.0,1897.0,,,
115694.955,104190,52000,273.0,8.2,843.45,1110132.649,832810.286,GW,,,1156.94955,2250.0,1895.0,,,
115707.155,104200,52000,273.0,8.2,841.539,1110123.338,832817.885,GW,,,1157.07155,2250.0,1893.0,,,
115710.654,104210,52000,273.0,8.2,840.744,1110120.749,832820.099,GW,,,1157.10654,2250.0,1892.0,,,
115722.929,104220,52000,273.0,8.2,839.384,1110111.512,832828.008,GW,,,1157.22929,2250.0,1890.0,,,
115735.16,104230,52000,273.0,8.2,838.971,1110102.27,832835.988,GW,,,1157.3516,2250.0,1887.0,,,
115747.396,104240,52000,273.0,8.2,838.532,1110093.122,832844.082,GW,,,1157.47396,2250.0,1885.0,,,
115759.173,104250,52000,273.0,8.2,838.178,1110084.314,832851.869,GW,,,1157.5917299999999,2250.0,1883.0,,,
115771.374,104260,52000,273.0,8.2,840.502,1110074.906,832859.099,GW,,,1157.71374,2250.0,1880.0,,,
115783.648,104270,52000,273.0,8.2,842.194,1110065.119,832866.099,GW,,,1157.83648,2250.0,1878.0,,,
115795.644,104280,52000,273.0,8.2,841.105,1110056.085,832873.895,GW,,,1157.95644,2250.0,1875.0,,,
115807.16,104290,52000,273.0,8.2,841.169,1110047.307,832881.317,GW,,,1158.0716,2250.0,1873.0,,,
115819.418,104300,52000,273.0,8.2,842.736,1110037.875,832888.936,GW,,,1158.19418,2250.0,1874.0,,,
115831.692,104310,52000,273.0,8.2,843.766,1110028.449,832896.679,GW,,,1158.31692,2250.0,1876.0,,,
115843.934,104320,52000,273.0,8.2,843.465,1110019.277,832904.751,GW,,,1158.43934,2250.0,1878.0,,,
115848.011,104330,52000,273.0,8.2,843.174,1110016.272,832907.486,GW,,,1158.48011,2250.0,1879.0,,,
115860.221,104340,52000,273.0,8.2,839.233,1110007.816,832915.14,GW,,,1158.60221,2250.0,1881.0,,,
115872.468,104350,52000,273.0,8.2,832.642,1109999.887,832921.795,GW,,,1158.72468,2250.0,1884.0,,,
115884.715,104360,52000,273.0,8.2,825.362,1109992.027,832927.781,GW,,,1158.84715,2250.0,1886.0,,,
115896.956,104370,52000,273.0,8.2,817.587,1109984.311,832933.317,GW,,,1158.96956,2250.0,1888.0,,,
115909.087,104380,52000,273.0,8.2,810.034,1109976.419,832938.665,GW,,,1159.09087,2250.0,1886.0,,,
115920.94,104390,52000,273.0,8.2,804.287,1109967.808,832944.341,GW,,,1159.2094,2250.0,1883.0,,,
115933.181,104400,52000,273.0,8.2,800.163,1109958.407,832951.019,GW,,,1159.33181,2250.0,1880.0,,,
115945.329,104410,52000,273.0,8.2,796.553,1109949.15,832958.018,GW,,,1159.45329,2250.0,1877.0,,,
115947.059,104420,52000,273.0,8.2,796.077,1109947.81,832959.002,GW,,,1159.47059,2250.0,1876.0,,,
115957.852,104430,52000,273.0,8.2,793.212,1109939.104,832964.693,GW,,,1159.57852,2250.0,1875.0,,,
115969.784,104440,52000,273.0,8.2,790.137,1109929.017,832970.279,GW,,,1159.69784,2250.0,1874.0,,,
115982.022,104450,52000,273.0,8.2,789.156,1109918.382,832975.961,GW,,,1159.82022,2250.0,1871.0,,,
115989.384,104460,52000,273.0,8.2,789.908,1109911.959,832979.453,GW,,,1159.89384,2250.0,1870.0,,,
115993.602,104470,52000,273.0,8.2,790.298,1109908.272,832981.445,GW,,,1159.93602,2250.0,1869.0,,,
115999.672,104480,52000,273.0,8.2,790.886,1109902.97,832984.316,GW,,,1159.99672,2250.0,1868.0,,,
116011.885,104490,52000,273.0,8.2,792.976,1109893.178,832991.153,GW,,,1160.1188499999998,2250.0,1866.0,,,
116024.139,104500,52000,273.0,8.2,794.425,1109883.227,832998.016,GW,,,1160.24139,2250.0,1864.0,,,
116032.668,104510,52000,273.0,8.2,794.934,1109875.54,833001.633,GW,,,1160.3266800000001,2250.0,1862.0,,,
116044.387,104520,52000,273.0,8.2,796.598,1109865.15,833006.73,GW,,,1160.44387,2250.0,1860.0,,,
116056.622,104530,52000,273.0,8.2,797.57,1109854.302,833012.242,GW,,,1160.56622,2250.0,1858.0,,,
116068.902,104540,52000,273.0,8.2,800.048,1109843.714,833017.831,GW,,,1160.68902,2250.0,1856.0,,,
116080.714,104550,52000,273.0,8.2,802.749,1109833.659,833023.316,GW,,,1160.8071400000001,2250.0,1854.0,,,
116092.982,104560,52000,273.0,8.2,803.77,1109822.924,833029.116,GW,,,1160.92982,2250.0,1851.0,,,
116104.872,104570,52000,273.0,8.2,805.706,1109812.55,833034.46,GW,,,1161.04872,2250.0,1849.0,,,
116116.571,104580,52000,273.0,8.2,808.852,1109802.49,833039.459,GW,,,1161.16571,2250.0,1847.0,,,
116128.832,104590,52000,273.0,8.2,813.244,1109792.597,833045.097,GW,,,1161.2883199999999,2250.0,1845.0,,,
116140.617,104600,52000,273.0,8.2,818.191,1109783.414,833050.492,GW,,,1161.40617,2250.0,1843.0,,,
116148.406,104610,52000,273.0,8.2,821.354,1109777.322,833054.123,GW,,,1161.48406,2250.0,1841.0,,,
116159.972,104620,52000,273.0,8.2,825.568,1109768.057,833059.525,GW,,,1161.59972,2250.0,1839.0,,,
116171.763,104630,52000,273.0,8.2,829.512,1109757.804,833063.534,GW,,,1161.71763,2250.0,1837.0,,,
116183.587,104640,52000,273.0,8.2,832.811,1109746.74,833065.921,GW,,,1161.8358699999999,2250.0,1835.0,,,
116195.319,104650,52000,273.0,8.2,835.839,1109735.695,833068.322,GW,,,1161.95319,2250.0,1833.0,,,
116207.108,104660,52000,273.0,8.2,838.456,1109724.483,833070.702,GW,,,1162.07108,2250.0,1830.0,,,
116211.025,104670,52000,273.0,8.2,839.245,1109720.75,833071.543,GW,,,1162.11025,2250.0,1829.0,,,
116222.975,104680,52000,273.0,8.2,841.431,1109709.349,833074.258,GW,,,1162.22975,2250.0,1827.0,,,
116235.224,104690,52000,273.0,8.2,843.383,1109697.643,833077.178,GW,,,1162.35224,2250.0,1824.0,,,
116246.824,104700,52000,273.0,8.2,844.929,1109686.468,833079.775,GW,,,1162.46824,2250.0,1821.0,,,
116257.82,104710,52000,273.0,8.2,846.494,1109675.733,833081.324,GW,,,1162.5782000000002,2250.0,1819.0,,,
116263.822,104720,52000,273.0,8.2,847.228,1109669.798,833081.657,GW,,,1162.63822,2250.0,1818.0,,,
116275.293,104730,52000,273.0,8.2,848.257,1109658.417,833082.364,GW,,,1162.75293,2250.0,1815.0,,,
116286.775,104740,52000,273.0,8.2,847.714,1109647.025,833083.363,GW,,,1162.86775,2250.0,1813.0,,,
116298.31,104750,52000,273.0,8.2,848.522,1109635.705,833084.682,GW,,,1162.9831,2250.0,1810.0,,,
116303.8,104760,52000,273.0,8.2,849.673,1109630.387,833085.299,GW,,,1163.038,2250.0,1809.0,,,
116316.067,104770,52000,273.0,8.2,851.226,1109618.329,833086.506,GW,,,1163.16067,2250.0,1806.0,,,
116327.583,104780,52000,273.0,8.2,851.008,1109606.882,833087.475,GW,,,1163.27583,2250.0,1804.0,,,
116329.873,104790,52000,273.0,8.2,850.729,1109604.617,833087.648,GW,,,1163.29873,2250.0,1803.0,,,
116341.415,104800,52000,273.0,8.2,849.022,1109593.237,833088.474,GW,,,1163.4141499999998,2250.0,1801.0,,,
116353.171,104810,52000,273.0,8.2,849.242,1109581.612,833089.374,GW,,,1163.53171,2250.0,1798.0,,,
116364.885,104820,52000,273.0,8.2,852.266,1109570.375,833090.348,GW,,,1163.64885,2250.0,1796.0,,,
116377.128,104830,52000,273.0,8.2,854.977,1109558.519,833091.409,GW,,,1163.77128,2250.0,1793.0,,,
116388.73,104840,52000,273.0,8.2,857.067,1109547.188,833092.51,GW,,,1163.8872999999999,2250.0,1791.0,,,
116397.92,104850,52000,273.0,8.2,858.491,1109538.183,833093.479,GW,,,1163.9792,2250.0,1789.0,,,
116409.993,104860,52000,273.0,8.2,861.08,1109526.482,833094.649,GW,,,1164.09993,2250.0,1786.0,,,
116421.606,104870,52000,273.0,8.2,863.866,1109515.282,833095.63,GW,,,1164.21606,2250.0,1783.0,,,
116433.847,104880,52000,273.0,8.2,865.341,1109503.202,833095.235,GW,,,1164.33847,2250.0,1781.0,,,
116445.511,104890,52000,273.0,8.2,866.356,1109491.652,833094.154,GW,,,1164.4551099999999,2250.0,1781.0,,,
116457.066,104900,52000,273.0,8.2,867.264,1109480.231,833092.864,GW,,,1164.57066,2250.0,1780.0,,,
116468.521,104910,52000,273.0,8.2,867.176,1109468.888,833091.394,GW,,,1164.6852099999999,2250.0,1778.0,,,
116480.051,104920,52000,273.0,8.2,866.757,1109457.478,833089.893,GW,,,1164.80051,2250.0,1776.0,,,
116492.296,104930,52000,273.0,8.2,865.515,1109445.416,833088.268,GW,,,1164.92296,2250.0,1774.0,,,
116503.48,104940,52000,273.0,8.7,864.236,1109434.434,833086.65,GW,,,1165.0348,2387.0,1772.0,,,
116512.631,104950,52000,273.0,8.7,863.229,1109425.465,833085.188,GW,,,1165.1263099999999,2387.0,1771.0,,,
116526.355,104960,52000,273.0,8.7,862.253,1109411.958,833083.052,GW,,,1165.26355,2387.0,1768.0,,,
116540.066,104970,52000,273.0,8.2,862.171,1109398.411,833081.063,GW,,,1165.40066,2250.0,1766.0,,,
116552.057,104980,52000,273.0,8.2,862.455,1109386.554,833079.436,GW,,,1165.52057,2250.0,1765.0,,,
116564.328,104990,52000,273.0,8.2,861.931,1109374.414,833077.817,GW,,,1165.64328,2250.0,1764.0,,,
116576.228,105000,52000,273.0,8.2,861.422,1109362.586,833076.87,GW,,,1165.76228,2250.0,1761.0,,,
116588.518,105010,52000,273.0,8.2,858.688,1109350.65,833076.775,GW,,,1165.88518,2250.0,1758.0,,,
116600.734,105020,52000,273.0,8.2,854.327,1109339.237,833076.784,GW,,,1166.0073399999999,2250.0,1754.0,,,
116603.667,105030,52000,273.0,8.2,853.179,1109336.534,833076.851,GW,,,1166.03667,2250.0,1754.0,,,
116615.941,105040,52000,273.0,8.2,849.974,1109324.873,833078.548,GW,,,1166.15941,2250.0,1750.0,,,
116628.196,105050,52000,273.0,8.2,847.405,1109313.81,833082.927,GW,,,1166.28196,2250.0,1747.0,,,
116640.477,105060,52000,273.0,8.2,844.518,1109303.975,833089.694,GW,,,1166.40477,2250.0,1744.0,,,
116652.739,105070,52000,273.0,8.2,841.7,1109294.129,833096.437,GW,,,1166.52739,2250.0,1741.0,,,
116664.5,105080,52000,273.0,8.2,838.919,1109284.004,833101.624,GW,,,1166.645,2250.0,1738.0,,,
116676.617,105090,52000,273.0,8.2,836.055,1109272.424,833103.11,GW,,,1166.7661699999999,2250.0,1734.0,,,
116688.882,105100,52000,273.0,8.2,833.315,1109260.502,833102.305,GW,,,1166.88882,2250.0,1731.0,,,
116700.976,105110,52000,273.0,8.7,828.51,1109249.486,833101.099,GW,,,1167.00976,2387.0,1728.0,,,
116709.352,105120,52000,273.0,8.7,824.733,1109242.033,833100.352,GW,,,1167.09352,2387.0,1726.0,,,
116722.186,105130,52000,273.0,8.7,819.243,1109230.47,833099.24,GW,,,1167.22186,2387.0,1722.0,,,
116735.015,105140,52000,273.0,8.7,814.402,1109218.624,833098.192,GW,,,1167.35015,2387.0,1719.0,,,
116747.839,105150,52000,273.0,8.2,811.224,1109206.301,833097.0,GW,,,1167.47839,2250.0,1716.0,,,
116758.654,105160,52000,273.0,8.2,809.595,1109195.661,833096.016,GW,,,1167.58654,2250.0,1713.0,,,
116763.187,105170,52000,273.0,8.2,808.685,1109191.241,833095.604,GW,,,1167.6318700000002,2250.0,1712.0,,,
116775.439,105180,52000,273.0,8.2,807.047,1109179.187,833094.292,GW,,,1167.75439,2250.0,1708.0,,,
116787.703,105190,52000,273.0,8.2,806.32,1109167.033,833092.949,GW,,,1167.8770299999999,2250.0,1705.0,,,
116799.246,105200,52000,273.0,8.2,805.148,1109155.636,833091.604,GW,,,1167.99246,2250.0,1702.0,,,
116810.425,105210,52000,273.0,8.2,802.867,1109144.788,833090.222,GW,,,1168.10425,2250.0,1699.0,,,
116815.389,105220,52000,273.0,8.2,801.611,1109140.002,833089.841,GW,,,1168.15389,2250.0,1698.0,,,
116827.125,105230,52000,273.0,8.2,798.412,1109128.77,833088.742,GW,,,1168.27125,2250.0,1695.0,,,
116834.674,105240,52000,273.0,8.2,795.716,1109121.777,833087.811,GW,,,1168.34674,2250.0,1693.0,,,
116846.973,105250,52000,273.0,8.2,793.406,1109109.883,833086.408,GW,,,1168.46973,2250.0,1690.0,,,
116856.016,105260,52000,273.0,8.2,793.086,1109100.904,833085.488,GW,,,1168.56016,2250.0,1687.0,,,
116868.256,105270,52000,273.0,8.2,793.093,1109088.746,833084.225,GW,,,1168.68256,2250.0,1684.0,,,
116880.48,105280,52000,273.0,8.2,797.158,1109077.599,833083.166,GW,,,1168.8048,2250.0,1681.0,,,
116890.892,105290,52000,273.0,8.2,801.567,1109068.31,833082.337,GW,,,1168.90892,2250.0,1678.0,,,
116893.356,105300,52000,273.0,8.2,802.25,1109065.957,833082.16,GW,,,1168.93356,2250.0,1678.0,,,
116905.607,105310,52000,273.0,8.2,805.556,1109054.25,833081.02,GW,,,1169.05607,2250.0,1679.0,,,
116917.847,105320,52000,273.0,8.2,808.241,1109042.435,833079.541,GW,,,1169.1784699999998,2250.0,1680.0,,,
116929.657,105330,52000,273.0,8.2,811.329,1109031.166,833078.137,GW,,,1169.29657,2250.0,1681.0,,,
116934.567,105340,52000,273.0,8.2,812.979,1109026.582,833077.671,GW,,,1169.34567,2250.0,1682.0,,,
116946.767,105350,52000,273.0,8.2,815.238,1109014.898,833075.516,GW,,,1169.46767,2250.0,1683.0,,,
116950.86,105360,52000,273.0,8.2,815.313,1109010.927,833074.546,GW,,,1169.5086000000001,2250.0,1683.0,,,
116961.068,105370,52000,273.0,8.2,815.815,1109001.044,833072.174,GW,,,1169.61068,2250.0,1684.0,,,
116970.101,105380,52000,273.0,8.2,817.306,1108992.387,833070.166,GW,,,1169.70101,2250.0,1685.0,,,
116981.913,105390,52000,273.0,8.2,819.142,1108981.068,833067.475,GW,,,1169.81913,2250.0,1686.0,,,
116993.925,105400,52000,273.0,8.2,819.693,1108969.43,833064.632,GW,,,1169.9392500000001,2250.0,1687.0,,,
117006.385,105410,52000,273.0,8.2,820.802,1108957.236,833062.704,GW,,,1170.06385,2250.0,1688.0,,,
117017.061,105420,52000,273.0,8.2,822.722,1108946.777,833062.106,GW,,,1170.1706100000001,2250.0,1689.0,,,
117026.541,105430,52000,273.0,8.2,824.567,1108937.511,833061.943,GW,,,1170.26541,2250.0,1690.0,,,
117035.767,105440,52000,273.0,8.2,826.075,1108928.441,833062.411,GW,,,1170.35767,2250.0,1691.0,,,
117047.269,105450,52000,273.0,8.2,827.381,1108917.064,833063.079,GW,,,1170.47269,2250.0,1692.0,,,
117052.638,105460,52000,273.0,8.2,827.609,1108911.721,833063.423,GW,,,1170.52638,2250.0,1692.0,,,
117063.458,105470,52000,273.0,8.2,829.191,1108901.09,833064.038,GW,,,1170.63458,2250.0,1693.0,,,
117075.696,105480,52000,273.0,8.2,832.119,1108889.261,833064.685,GW,,,1170.75696,2250.0,1694.0,,,
117082.138,105490,52000,273.0,8.2,833.327,1108882.962,833065.096,GW,,,1170.82138,2250.0,1695.0,,,
117093.901,105500,52000,273.0,8.2,836.112,1108871.599,833065.905,GW,,,1170.93901,2250.0,1696.0,,,
117106.167,105510,52000,273.0,8.2,838.313,1108859.601,833066.282,GW,,,1171.06167,2250.0,1697.0,,,
117118.068,105520,52000,273.0,8.2,839.401,1108847.778,833065.858,GW,,,1171.18068,2250.0,1698.0,,,
117125.439,105530,52000,273.0,8.2,840.033,1108840.454,833065.609,GW,,,1171.25439,2250.0,1699.0,,,
117137.465,105540,52000,273.0,8.2,840.394,1108828.468,833065.342,GW,,,1171.37465,2250.0,1700.0,,,
117142.923,105550,52000,273.0,8.2,840.123,1108823.024,833065.241,GW,,,1171.42923,2250.0,1700.0,,,
117154.457,105560,52000,273.0,8.2,840.802,1108811.564,833064.994,GW,,,1171.54457,2250.0,1701.0,,,
117166.267,105570,52000,273.0,8.2,841.919,1108799.851,833064.665,GW,,,1171.6626700000002,2250.0,1702.0,,,
117177.718,105580,52000,273.0,8.2,841.184,1108788.445,833064.292,GW,,,1171.77718,2250.0,1703.0,,,
117184.829,105590,52000,273.0,8.2,840.737,1108781.363,833063.986,GW,,,1171.84829,2250.0,1704.0,,,
117197.104,105600,52000,273.0,8.2,842.127,1108769.341,833063.156,GW,,,1171.9710400000001,2250.0,1705.0,,,
117203.143,105610,52000,273.0,8.2,843.994,1108763.648,833062.555,GW,,,1172.03143,2250.0,1706.0,,,
117215.403,105620,52000,273.0,8.2,847.735,1108752.068,833061.395,GW,,,1172.1540300000001,2250.0,1707.0,,,
117227.669,105630,52000,273.0,8.2,850.203,1108740.448,833058.93,GW,,,1172.27669,2250.0,1708.0,,,
117232.754,105640,52000,273.0,8.7,850.41,1108735.692,833057.159,GW,,,1172.32754,2387.0,1708.0,,,
117244.96,105650,52000,273.0,8.7,850.881,1108724.322,833052.802,GW,,,1172.4496000000001,2387.0,1709.0,,,
117256.044,105660,52000,273.0,8.7,851.298,1108714.015,833048.792,GW,,,1172.56044,2387.0,1710.0,,,
117267.544,105670,52000,273.0,8.7,852.302,1108703.389,833044.572,GW,,,1172.67544,2387.0,1711.0,,,
117279.745,105680,52000,273.0,8.7,854.86,1108692.405,833040.058,GW,,,1172.79745,2387.0,1712.0,,,
117290.728,105690,52000,273.0,8.7,858.395,1108682.812,833036.141,GW,,,1172.9072800000001,2387.0,1713.0,,,
117302.233,105700,52000,273.0,8.7,861.814,1108672.669,833032.04,GW,,,1173.02233,2387.0,1713.0,,,
117314.136,105710,52000,273.0,8.7,864.506,1108661.939,833027.724,GW,,,1173.14136,2387.0,1711.0,,,
117319.472,105720,52000,273.0,8.7,865.702,1108657.116,833025.816,GW,,,1173.19472,2387.0,1710.0,,,
117324.978,105730,52000,273.0,8.7,866.999,1108652.165,833023.824,GW,,,1173.24978,2387.0,1709.0,,,
117336.462,105740,52000,273.0,8.7,869.661,1108641.839,833019.646,GW,,,1173.36462,2387.0,1708.0,,,
117348.049,105750,52000,273.0,8.7,871.983,1108631.342,833015.395,GW,,,1173.48049,2387.0,1706.0,,,
117358.031,105760,52000,273.0,8.7,873.6,1108622.215,833011.76,GW,,,1173.58031,2387.0,1704.0,,,
117363.793,105770,52000,273.0,8.7,874.649,1108616.962,833009.699,GW,,,1173.63793,2387.0,1703.0,,,
117374.55,105780,52000,273.0,11.1,877.238,1108607.346,833005.944,GW,,,1173.7455,3045.0,1702.0,,,
117375.767,105790,52000,273.0,8.7,877.237,1108606.208,833005.52,GW,,,1173.75767,2387.0,1702.0,,,
117387.576,105800,52000,273.0,8.7,875.387,1108595.431,833001.4,GW,,,1173.87576,2387.0,1700.0,,,
117399.262,105810,52000,273.0,8.7,877.095,1108584.67,832997.345,GW,,,1173.99262,2387.0,1698.0,,,
117405.242,105820,52000,273.0,8.7,878.266,1108579.21,832995.276,GW,,,1174.05242,2387.0,1697.0,,,
117416.997,105830,52000,273.0,8.7,880.38,1108568.445,832991.207,GW,,,1174.16997,2387.0,1695.0,,,
117428.193,105840,52000,273.0,8.7,881.436,1108558.093,832987.194,GW,,,1174.28193,2387.0,1695.0,,,
117439.297,105850,52000,273.0,8.7,882.816,1108547.847,832983.267,GW,,,1174.39297,2387.0,1698.0,,,
117450.594,105860,52000,273.0,8.7,884.789,1108537.51,832979.289,GW,,,1174.50594,2387.0,1702.0,,,
